user	item	real	pred
350	121	4.0	4.1035547
350	12	4.0	3.5790088
350	13	4.0	5.468506
350	6	3.5	6.376443
350	247	3.5	2.137086
350	249	3.5	4.906792
350	233	4.0	1.9764274
350	10	2.5	4.4435873
675	121	3.5	2.3912528
675	206	3.5	3.7737882
675	215	4.0	6.6358337
675	246	4.0	5.848711
675	217	3.5	1.1332232
675	2	3.0	2.5284712
675	234	3.5	3.306741
675	1	3.5	0.98549926
675	213	3.5	6.8564997
675	205	3.5	5.776968
355	255	2.0	3.29028
355	215	3.0	0.84324837
355	84	1.5	1.4280663
355	8	1.0	4.187491
355	428	1.0	2.6070282
355	1010	3.0	3.1595502
355	409	1.0	2.2748122
355	493	3.0	3.524486
355	347	2.5	3.053868
355	265	2.5	2.3002172
355	589	0.5	3.942842
355	59	3.5	5.0305853
355	511	3.5	0.8227887
355	510	2.0	2.057825
355	512	3.0	0.0637846
355	516	3.5	2.6100798
355	473	1.0	2.5181408
613	5	1.0	4.568741
613	215	4.0	0.06910491
613	243	2.5	-0.2234323
613	234	3.0	2.041129
613	252	4.0	5.457905
613	13	3.5	0.4051652
613	212	1.5	3.6507285
613	11	4.0	0.8784566
613	233	3.0	0.26553798
613	214	1.5	-0.39811158
1476	219	4.0	3.7864842
1476	211	4.0	9.663255
1476	3	2.5	3.6127424
1476	251	4.0	4.422309
1476	217	4.0	3.2263994
1476	2	2.5	4.6290503
1476	257	4.0	4.929647
1476	250	4.0	2.7783837
1476	253	3.5	2.8037436
1476	212	4.0	3.7216372
1476	247	4.0	1.0697105
1476	233	4.0	1.2264366
1476	241	4.0	4.881724
1476	256	3.5	5.226871
1439	255	2.0	1.3778063
1439	5	3.0	3.4576523
1439	211	1.5	5.225621
1439	207	3.0	2.7108402
1439	213	4.0	-0.76229453
1439	13	3.5	3.7904663
1439	205	3.0	3.1730404
1439	11	4.0	2.870664
1439	214	3.0	4.2316856
83	219	3.5	3.4122386
83	215	4.0	3.4668248
83	7	2.5	4.035415
83	3	2.5	7.9206276
83	251	3.0	2.9645324
83	243	1.5	3.052901
83	250	3.0	5.848756
83	1	4.0	3.4263372
83	252	3.0	2.029769
83	13	4.0	2.376316
83	4	4.0	4.485833
83	11	4.0	1.4512277
658	5	4.0	3.7954557
658	219	3.5	2.0931525
658	244	3.0	1.3613073
658	12	3.5	0.6162708
658	2	3.5	4.181462
658	234	3.0	0.42485
658	252	3.0	-1.4556448
658	213	3.0	2.6727939
658	248	4.0	3.1564467
658	210	4.0	5.0610337
658	216	3.0	1.4492248
658	10	4.0	3.4064023
658	256	4.0	7.9770403
991	244	2.5	-0.11318922
991	246	4.0	1.5733281
991	7	4.0	2.7296133
991	3	3.5	7.814049
991	207	4.0	0.13086033
991	234	3.0	5.3882623
991	253	2.5	4.459564
991	1	4.0	6.911032
991	213	3.5	0.95002174
991	210	2.5	7.2827826
991	239	3.5	5.373354
991	216	4.0	1.8567255
991	256	3.0	0.9112339
992	1436	4.0	2.8085918
818	206	3.0	4.478613
818	5	3.0	2.6648257
818	211	3.5	2.2954984
818	251	3.0	4.425844
818	243	3.0	-0.16188383
818	234	3.0	2.640104
818	1	4.0	5.4382715
818	213	4.0	0.011627436
818	220	3.0	3.2508008
818	8	3.5	4.4043875
818	254	3.5	7.7898884
818	245	3.0	2.5565763
818	233	3.0	7.522208
1284	7	3.0	4.7812943
1284	12	2.5	0.5559819
1284	207	3.0	1.702584
1284	213	4.0	2.0080268
1284	11	3.0	5.068544
1284	8	2.5	1.122753
1284	9	3.0	2.670491
420	246	1.5	0.8443692
420	211	2.5	7.8656597
420	7	2.5	0.33554244
420	3	2.0	2.1564345
420	251	2.5	0.28193307
420	217	3.0	2.2555563
420	236	2.0	3.840063
420	248	2.5	4.096285
420	10	2.0	5.0087485
420	9	3.0	0.7639406
610	219	3.0	-0.7342751
610	215	4.0	3.7866316
610	84	4.0	-2.365742
610	243	3.5	3.1263356
610	257	4.0	1.8319817
610	1	4.0	0.7142017
610	205	2.5	1.5506287
610	4	4.0	0.6965475
610	233	3.0	7.5864716
610	241	4.0	-2.24429
638	12	3.0	2.89334
638	242	4.0	1.5703388
1122	206	4.0	3.693553
1122	255	3.5	2.5172381
1122	211	3.5	2.5736659
1122	7	4.0	3.900014
1122	3	3.5	0.5536194
1122	84	3.0	3.2900777
1122	251	3.5	3.204562
1122	217	2.5	5.648984
1122	243	0.5	1.7946091
1122	2	4.0	2.0113578
1122	213	4.0	3.352083
1122	247	3.5	-1.4910028
1122	214	2.0	3.9512024
161	219	4.0	2.3437088
161	215	4.0	4.2938056
161	211	2.5	6.2580495
161	7	3.0	7.1742477
161	753	3.0	4.715172
161	452	2.5	4.840079
161	757	4.0	4.6241217
161	1	2.0	3.0069225
161	242	4.0	6.900214
161	521	3.5	5.4306746
161	81	3.0	3.3403933
161	70	3.5	3.860352
161	432	1.0	2.479873
161	347	3.5	-0.38789582
161	679	2.5	3.3403933
161	265	3.0	1.5196028
161	26	3.0	2.8833382
161	351	0.5	2.4585447
161	593	2.5	4.1346784
161	748	0.5	3.3403933
161	617	2.0	2.7910893
161	345	3.0	1.2955896
161	658	3.5	0.7160735
161	307	3.5	5.347268
161	705	3.5	4.30468
161	284	2.5	5.927985
161	693	3.0	1.987645
161	767	2.5	5.0346966
161	733	0.5	2.9725013
161	83	3.0	3.1377628
161	536	3.5	5.403533
161	751	1.5	2.6830173
161	596	1.5	2.8265877
161	20	3.5	3.9959679
161	756	2.0	3.1570494
161	618	4.0	3.212609
161	735	3.0	5.3008194
161	681	2.5	3.317913
161	295	3.0	-0.0024840832
161	759	2.0	2.7317598
161	744	2.0	3.0880048
161	768	2.5	2.856712
161	537	3.0	5.923358
161	755	2.0	2.6911626
161	685	0.5	3.3403933
161	718	3.0	2.6300874
1142	5	3.5	3.486944
1142	211	1.5	3.1109135
1142	3	3.5	2.0594423
1142	11	2.5	9.710597
1142	216	3.5	5.7896824
1142	241	3.0	0.44111633
1142	10	3.5	4.5465794
580	255	4.0	4.114659
580	3	3.5	1.4868184
580	84	2.5	-0.37862468
580	17	2.0	4.574453
580	2	3.5	3.5996647
580	253	2.5	3.183834
580	212	3.0	1.6873558
580	11	3.5	5.475273
580	8	4.0	2.8966622
580	256	4.0	3.7778473
580	9	2.5	3.8644826
1344	17	2.0	1.0175446
1344	477	1.5	1.2003835
1153	255	3.5	3.951284
1153	457	4.0	1.2281293
1153	220	3.0	3.2596927
1153	8	3.5	0.17241406
1153	335	4.0	-1.0592687
1153	787	3.0	2.241711
1153	347	4.0	2.6855097
1153	781	3.0	4.642231
1153	486	4.0	3.3304315
1153	454	3.0	1.6686156
1153	393	4.0	1.802316
1153	148	3.0	2.3964262
1153	59	4.0	3.5714316
1153	304	3.5	3.5655396
1153	1026	3.0	0.6455271
1153	307	4.0	2.3392856
1153	705	4.0	0.77131844
1153	344	4.0	1.9808791
1153	1655	4.0	2.021618
1153	417	3.5	2.0294805
1153	514	3.5	0.16254258
1153	478	4.0	4.6300855
1153	456	4.0	2.113535
1153	699	3.0	-0.5385573
1153	194	3.5	2.4217353
930	211	2.5	4.8294125
930	7	2.0	6.606265
930	243	3.5	-0.95585227
930	235	2.5	1.1074148
930	248	1.5	-0.5827553
930	216	3.0	3.59062
930	8	3.0	3.964036
930	245	3.0	1.7423065
930	10	4.0	2.4587114
82	207	2.0	3.117583
82	2	4.0	5.002533
82	8	4.0	2.9000556
436	207	3.0	0.6412151
436	2	3.5	5.5703773
436	6	3.0	2.0354214
436	9	3.5	3.8990188
436	307	4.0	2.3869998
706	255	2.5	2.793751
706	219	2.0	4.8849926
706	248	3.0	4.512822
1451	251	3.0	3.3318186
1451	217	3.0	0.52217007
1451	207	2.5	3.4239628
1451	2051	2.5	3.3356416
1451	234	3.5	-0.7433126
1451	253	4.0	-1.4536307
1451	252	3.0	4.651878
1451	210	3.0	-3.8791196
1451	216	2.5	1.7167227
1451	249	2.5	4.4081845
1451	245	3.0	-1.4187438
1451	256	2.5	1.2445066
1451	9	3.5	2.3902967
1451	693	4.0	3.1540456
966	219	3.0	4.531613
966	257	2.5	2.2403927
739	12	2.5	-1.1112688
739	435	4.0	2.7204638
739	242	3.0	-3.3042796
739	270	3.0	3.8221533
739	347	3.5	1.6797401
739	657	3.0	3.485626
739	307	4.0	-1.7910826
739	1516	3.0	1.7644441
739	406	3.5	4.951355
745	12	3.0	2.8807898
745	257	2.0	2.2325075
745	11	3.0	2.470422
903	7	3.5	2.471093
903	12	2.5	1.4399276
903	235	2.5	1.534706
903	241	1.0	4.421481
746	215	4.0	3.3948088
746	251	4.0	4.0107427
746	17	3.5	4.076463
746	213	3.5	4.7915916
746	13	4.0	3.5258389
746	6	3.5	1.6576595
746	236	4.0	5.806801
746	248	2.5	1.9489231
746	216	3.0	2.3557413
746	241	3.5	5.884207
746	10	1.5	3.2062588
746	214	3.5	8.287363
746	9	3.0	4.967569
392	206	4.0	3.0362134
392	17	4.0	2.046422
788	219	1.5	2.4853117
788	7	3.5	3.1991293
788	251	3.5	4.479047
788	235	1.0	4.6145
788	253	3.5	1.9663451
788	213	1.5	0.8387301
788	210	3.5	5.2418833
788	216	3.0	3.5635588
788	249	4.0	2.5825863
788	245	2.5	5.098237
788	256	3.0	1.4803482
1046	206	3.0	0.738014
1046	219	3.0	4.18186
1046	244	3.0	6.7153463
1046	243	1.5	6.4073734
1046	207	3.0	3.7287169
1046	250	4.0	9.517255
1046	252	2.0	4.689829
1046	13	3.0	3.0814009
