user	item	real	pred
1334	1	3.0	2.0848005
1182	13	4.0	4.054607
1182	10	2.5	1.0435717
1296	10	3.0	2.1950943
1296	207	4.0	1.7182188
1296	5	4.0	3.9247699
1296	233	3.5	2.0995026
367	13	4.0	2.95276
367	247	3.0	1.6002386
367	235	3.0	2.9391894
367	219	3.0	4.167119
367	8	3.0	3.9508955
367	12	3.0	5.1283884
367	252	3.0	2.8281956
367	236	3.0	0.6311438
367	250	3.5	3.4371037
367	249	3.0	0.2618611
367	17	2.0	0.61649394
367	245	3.0	4.7589555
367	217	3.0	3.9155207
1144	1	4.0	3.3904388
1144	247	4.0	4.779197
1144	9	4.0	5.1871166
1144	206	4.0	3.5011914
1144	8	4.0	2.9776907
1144	213	4.0	2.6525917
1144	252	4.0	4.428624
1144	243	4.0	0.18293834
1144	121	4.0	4.9703054
1144	255	4.0	4.671656
1144	245	4.0	4.4079266
1144	220	4.0	4.306878
345	307	4.0	-2.1887283
345	2	3.5	5.2402835
345	211	4.0	4.467053
345	512	4.0	-2.282587
1104	633	3.0	2.444158
1104	340	3.0	-1.159327
1104	17	3.0	0.7725761
1104	1846	3.0	0.9718883
1104	270	3.0	13.998861
1104	572	3.5	3.5985513
1104	624	3.5	2.4441586
1104	627	3.0	1.3554105
1104	648	3.5	2.2672555
1104	1304	3.0	3.1315901
1104	652	2.5	3.3177783
534	235	3.0	2.3205817
534	251	3.5	5.20946
534	7	3.0	4.1721764
1018	843	3.5	-2.018886
1018	752	3.5	-1.0697179
1018	1200	3.5	7.3452907
1018	1804	3.5	3.2661932
1018	274	0.5	-3.1861844
1018	1798	3.0	3.2653477
1018	1790	4.0	3.2653577
1018	1261	3.0	0.046895027
1018	1801	3.0	7.5291247
713	3	4.0	3.124922
713	8	3.5	1.0911205
713	7	2.0	3.4798622
1054	215	4.0	3.1473215
591	787	4.0	4.6228485
591	521	3.0	-3.757306
591	410	3.0	11.572556
591	746	3.0	1.5623188
591	958	3.5	6.555375
591	512	3.5	8.159567
591	657	3.5	-8.624777
591	339	3.0	-2.1508164
591	923	0.5	6.849247
591	588	4.0	4.335107
1187	91	3.5	6.4012704
1187	206	3.0	2.9296367
1187	243	1.5	-3.1857753
1187	1912	2.5	2.3533328
1187	536	3.0	14.595087
1187	425	3.5	-3.170745
1187	1442	4.0	5.3520813
1187	820	2.0	3.159816
1187	92	2.0	-2.4471393
1187	434	2.5	0.33536696
1187	585	2.5	-2.1993022
1187	1385	3.0	2.3533328
1187	1888	2.5	2.3533328
1187	744	2.5	0.5996163
1187	1713	2.5	2.3533328
1187	1922	3.0	2.35339
1187	1348	2.5	1.7955633
1187	1906	2.5	2.3533332
1187	452	2.0	3.3595262
1187	1889	3.0	2.353332
1187	1221	3.0	-0.53108525
1187	1784	3.0	3.3236184
1187	762	3.0	2.8842275
1187	294	3.0	3.59643
1187	510	2.0	6.330391
1187	678	3.0	4.946533
1187	1895	2.5	2.353333
1187	691	1.0	10.522579
1187	31	2.0	2.151088
1187	591	1.5	-1.0835266
1187	534	3.5	-5.7163444
1187	528	3.0	-1.7467227
1187	1908	2.5	2.3533325
1187	1896	3.0	2.3533335
1187	20	2.5	6.049399
1187	1890	4.0	2.3533328
1187	1910	2.5	2.3533328
1187	725	3.0	0.5089152
1187	1924	2.5	2.3533328
